Este Norte Cota Ni Fe Mg SiO2 Cr razon SiMg TipoRoca
1664 1729 99.8 1.54 24.2 1.15 41.9 3.7 2.12 36.43 43
1664 1815.8 100.6 1.53 50.9 0.88 5.65 7.2 3.6 6.42 44
1664 1815.8 104.1 1.28 52.1 0.69 4.91 6 2.74 7.12 44
1664 1723.3 126.5 0.29 30.4 0.1 15.5 21.9 1.14 155 13
1664 1793.7 89.8 2.11 21.2 7.68 41.76 4 1.11 5.44 42
1664 1793.7 86.3 1.95 17.5 10 47.16 2.9 0.78 4.72 42
1664.1 1761.7 107.9 1.37 52 0.62 6.7 7.7 2.56 10.81 44
1664.1 1654.6 133.7 0.78 48.3 0.9 4.7 12.6 2.03 5.22 10
1664.1 1674.2 120.2 1.18 46.1 0.5 7.4 7.9 2.31 14.8 24
1664.1 1771.6 90 1.59 11.2 9.65 59.22 1.2 0.46 6.14 42
1664.1 1771.6 86.5 2.72 10.3 6.42 62.9 1.4 0.41 9.8 80
1664.1 1719.2 126.4 0.59 34.8 0.3 14.3 20.4 1.56 47.67 13
1664.1 1782.6 89.9 2.14 19.9 8.51 42.99 2.4 0.87 5.05 42
1664.1 1782.6 86.4 2.27 18.4 9.86 44.79 2.2 0.75 4.54 42
1664.2 1777.5 96.7 1.8 12.7 13.76 49.24 1.6 0.47 3.58 42
1664.2 1777.5 93.2 1.93 18.4 9.03 46.55 1.8 0.76 5.16 42
1664.2 1669.6 92.6 0.46 6.4 23.32 51.8 0.6 0.32 2.22 40
1664.2 1669.6 96.1 0.39 6.9 23.76 49.35 0.8 0.34 2.08 40
1664.2 1704.8 115 1.05 46.2 0.78 4.19 14.6 3.38 5.37 10
1664.2 1687.4 108.5 1.85 48.9 0.76 10.93 8 2.78 14.38 44
1664.2 1784.4 96.5 2.26 24.5 7.48 34.35 3.6 1.15 4.59 42
1664.2 1784.4 93 1.08 10 22.19 44.71 1.5 0.41 2.01 40
1664.2 1650.2 134.1 0.67 43.4 0.7 6 14.1 1.91 8.57 10
1664.2 1685.7 90.2 2.28 10.5 14.63 54.67 1.2 0.54 3.74 42
1664.2 1685.7 86.7 1.88 12.6 12.77 53.65 1.7 0.74 4.2 42
1664.2 1680.9 128.6 0.73 44.3 0.3 6.9 16.6 1.92 23 10
1664.3 1745.1 99.8 1.26 31.9 1.08 28.2 2.8 1.91 26.11 43
1664.3 1712.9 114.9 1.15 44.4 0.58 7.58 13.2 2.74 13.07 44
1664.3 1720.5 114.8 0.98 45.5 0.64 5.8 15.1 2.74 9.06 10
1664.3 1788.8 121.8 0.51 30.9 0.57 16.65 22.4 1.97 29.21 13
1664.4 1641.9 130.1 0.76 51.4 0.2 5.3 8.8 1.96 26.5 10
1664.4 1711.9 103.3 1.31 36.1 0.79 24.82 5.2 1.85 31.42 43
1664.4 1711.9 99.8 2.11 22 5.07 42.65 2.7 1.29 8.41 42
1664.4 1662.6 89.6 0.27 6.7 31.84 43.38 0.8 0.26 1.36 50
1664.4 1662.6 86.1 0.26 6.3 34.54 41.59 0.6 0.27 1.2 60
1664.4 1673.7 90 0.42 6.5 24.16 42.94 0.7 0.29 1.78 50
1664.4 1673.7 86.5 0.48 7.5 23.94 43.77 0.9 0.33 1.83 40
1664.4 1704.1 125.9 0.72 39.4 0.4 8.7 16.1 1.6 21.75 10
1664.4 1652.3 100.2 0.36 6.5 27.03 37.61 1.2 0.43 1.39 50
1664.4 1652.3 103.7 0.55 7.8 25.7 38.32 1.3 0.52 1.49 50
1664.4 1806 114.8 0.71 48.8 0.41 3.39 12.9 2.31 8.27 10
1664.4 1729.2 96.7 2.02 16.9 12.4 44.44 2.4 0.75 3.58 42
1664.4 1729.2 93.2 1.19 10.2 14.3 54.01 1.5 0.43 3.78 42
1664.4 1760.3 90.2 1.59 13.6 6.95 57.31 1.7 0.65 8.25 42
1664.4 1760.3 86.7 1.28 14 4.14 60.87 1.5 0.64 14.7 80
1664.5 1804.4 92.9 1.93 26 2.08 38.54 2.6 2.8 18.53 43
1664.5 1804.4 96.4 1.88 28.1 2.7 37.06 3 1.55 13.73 42
1664.5 1758.7 82.7 3.45 10.5 8.88 60.08 1.3 0.52 6.77 80
1664.5 1758.7 79.2 2.94 13.4 13.77 49.79 1.7 0.63 3.62 42
1664.5 1826.5 100.3 1.79 39.4 3.12 19.37 4.9 2.53 6.21 44
1664.5 1826.5 103.8 1.48 50.3 1.02 6.6 8.4 2.92 6.47 44
1664.5 1728.8 114.8 0.95 44.4 0.57 5.87 15 2.51 10.3 10
1664.5 1738.7 82.8 1.28 14.2 2.37 63.34 1.7 0.68 26.73 80
1664.5 1738.7 79.3 2.07 12.5 7.13 60.7 1.3 0.6 8.51 80
1664.6 1793.8 93 2.45 16.7 11.76 42.2 2.7 0.78 3.59 42
1664.6 1793.8 96.5 1.38 18 11.42 42.5 3.7 0.91 3.72 42
1664.6 1723.7 120.5 0.73 40.2 0.3 6.6 16.5 2.02 22 10
1664.6 1810.4 114.8 1.17 44.7 0.47 4.5 15.1 2.74 9.57 44
1664.6 1782.6 93.1 1.59 29.5 3.68 28.56 3.1 1.69 7.76 43
1664.6 1782.6 96.6 3.15 19 14.23 37.01 1.9 0.75 2.6 42
1664.6 1749 90.3 1.72 15.2 15.5 44.77 2.4 0.6 2.89 42
1664.6 1749 86.8 1.81 13.7 7.92 56.1 1.8 0.58 7.08 42
1664.6 1664.6 120.1 1.18 51.5 0.4 4.6 5.4 4.46 11.5 24
1664.7 1770.5 96.7 1.73 13.8 14.74 47.58 2.2 0.63 3.23 42
1664.7 1770.5 93.2 1.79 13.9 14.7 46.65 2.1 0.55 3.17 42
1664.7 1697 96.5 1.57 17.2 2.78 54.45 2 0.88 19.59 43
1664.7 1697 93 1.02 9.5 1.8 71.57 0.8 0.52 39.76 80
1664.7 1774.1 82.8 2.36 10 20.22 48.46 1.5 0.5 2.4 40
1664.7 1774.1 79.3 2.07 9.7 19.02 49.78 1.4 0.49 2.62 40
1664.7 1816.3 82.3 1.49 18.5 4.57 50.45 1.8 0.95 11.04 42
1664.7 1816.3 78.8 2.44 12.6 9.74 58.45 1.8 0.54 6 42
1664.8 1805.2 107 1.46 37.5 4.67 17.33 9.3 2.69 3.71 44
1664.8 1669.8 108.4 2.39 17.5 7.76 48.7 1.9 1.39 6.28 42
1664.8 1668.3 103.5 1.15 13 17.57 44.25 1.6 0.95 2.52 42
1664.8 1668.3 100 0.93 12.6 19.18 49.25 1.9 0.95 2.57 42
1664.8 1655.3 119.7 0.57 31 0.2 39.4 2.1 1.45 197 20
1664.8 1817 107.8 0.94 46.8 0.81 3.5 11.5 3.22 4.32 10
1664.8 1794.2 107.7 1.07 38.3 6.64 15.1 8.9 2.09 2.27 10
1664.9 1832.7 93 3.29 15 14.27 45.02 2.2 0.66 3.15 42
1664.9 1832.7 96.5 3.72 15 14.69 44.01 2.4 0.69 3 42
1664.9 1748.6 121.9 0.43 30.8 0.68 16.34 22 1.86 24.03 13
1664.9 1737.2 86.9 1.2 22.9 3.08 45.69 3.8 0.96 14.83 43
1664.9 1737.2 90.4 1.14 24.4 2.77 41.84 3.6 0.94 15.1 43
1664.9 1665.2 120.1 1.13 49.3 0.6 6.6 7.3 2.76 11 44
1665 1691.7 128.2 0.65 36.6 0.3 15.4 22.2 1.52 51.33 13
1665 1799.8 121.7 0.56 35.9 0.61 9.21 20 2.21 15.1 13
1665 1776.6 103.2 1.95 33.1 4.75 26.81 6 2.23 5.64 42
1665 1776.6 99.7 1.96 20.4 8.84 38.84 3.2 1.09 4.39 42
1665 1759.6 121.9 0.5 34.5 0.76 15.48 20.3 1.82 20.37 13
1665 1759.4 115 1.04 45.7 0.81 6.66 13.2 2.76 8.22 10
1665 1736.4 114.8 1.17 44 0.67 8.36 14 2.55 12.48 44
1665 1832.8 93 3.79 13.9 15.27 40.7 2.3 0.72 2.67 42
1665.1 1729.2 120.2 0.59 37.3 0.2 10.4 18.5 1.56 52 13
1665.1 1788.9 82.7 2.14 12.8 16.25 49.15 2.1 0.59 3.02 42
1665.1 1788.9 79.2 3.23 9.2 9.95 59.72 1.2 0.46 6 42
1665.1 1694.4 108.5 1.86 37.1 3.66 24.56 6.1 2.1 6.71 44
1665.1 1768.9 107.9 1.44 52.1 0.59 7.39 8.1 2.6 12.53 44
1665.1 1644.6 108.4 1.39 47.1 1.06 11.84 8.8 2.31 11.17 44
1665.2 1725.5 90.5 1.96 9.7 16.32 55.34 0.9 0.52 3.39 40
1665.2 1725.5 87 2.02 11.3 16.17 51.59 1.4 0.57 3.19 42
1665.2 1832.7 89.4 2.54 10.1 19.45 48.42 1.1 0.46 2.49 40
1665.2 1832.7 85.9 3 9.4 19.25 50.57 0.9 0.42 2.63 40
1665.2 1660.3 120 1.17 30.5 0.9 32.6 3.5 2.6 36.22 43
1665.2 1690.2 96.5 2.07 18.5 10.91 48.34 1.9 1.05 4.43 42
1665.2 1690.2 93 1.66 14.7 7.45 54.21 1.1 0.74 7.28 42
1665.2 1744.6 114.9 1.26 47.3 0.77 7.64 12.2 2.53 9.92 44
1665.2 1722.1 93.2 2.28 19 7.52 48.77 2.5 0.78 6.49 42
1665.2 1722.1 96.7 1.62 16.7 7.88 48.77 1.1 0.78 6.19 42
1665.2 1650.5 119.6 1.69 27.3 2.5 37.7 3.1 0.98 15.08 20
1665.3 1763.6 96.7 1.99 27.9 3.45 33.13 3.6 1.19 9.6 42
1665.3 1763.6 93.2 2.08 23.9 7.52 36.85 3.5 1.22 4.9 42
1665.3 1714.3 90.5 2.57 17.1 11.64 45.46 2.8 0.89 3.91 42
1665.3 1714.3 87 2.9 19 9.61 43.56 3.3 1.09 4.53 42
1665.3 1837.6 99.9 1.63 44.2 2.7 11.45 7.1 2.47 4.24 44
1665.3 1837.6 103.4 1.81 44.7 2.18 11.32 7.7 2.86 5.19 44
1665.3 1764.1 114.9 1.15 47.6 0.58 6.22 12.7 2.96 10.72 44
1665.3 1684.1 103.1 1.28 15.4 11.74 49.23 1.9 1.05 4.19 42
1665.3 1684.1 99.6 1.07 12.1 14.66 52.37 1.4 0.7 3.57 42
1665.3 1815.4 114.7 0.77 46.2 0.4 3.11 15.3 2.79 7.78 10
1665.4 1821.1 82.3 2.18 17.8 7.05 49.91 1.6 0.95 7.08 42
1665.4 1821.1 78.8 1.56 22.4 4.82 44.21 2.7 1.12 9.17 42
1665.4 1650.7 89.5 0.23 5.5 33.49 39.73 0.6 0.23 1.19 60
1665.4 1650.7 86 0.24 5.9 36.18 40.41 0.5 0.25 1.12 60
1665.4 1811.4 121.7 0.81 36 2.37 13.59 14.7 2.76 5.73 10
1665.4 1714.8 120.5 0.62 38.6 0.2 8.6 17.1 1.46 43 13
1665.5 1770.6 96.7 1.64 12.4 13.1 53.22 1.4 0.43 4.06 42
1665.5 1644.5 114.1 0.92 16.3 18.05 39.38 2.8 1.09 2.18 42
1665.5 1803.9 82.5 2.81 11.7 15.85 46.67 2 0.62 2.94 42
1665.5 1803.9 79 3.01 9.5 13.34 53.5 1.6 0.48 4.01 42
1665.6 1821.4 86.1 2.01 18.8 6.5 47.7 1.6 0.96 7.34 42
1665.6 1821.4 89.6 1.15 24.3 4.53 42.73 1.8 1.04 9.43 42
1665.6 1645.8 119.6 0.87 37.6 0.7 24.9 4.3 1.82 35.57 20
1665.6 1821.4 106.4 1.1 51.9 0.94 4.68 9 2.78 4.98 44
1665.6 1783.4 107.8 1.14 51.1 0.75 6.7 8.5 2.29 8.93 44
1665.6 1756.7 96.7 1.29 36.2 1.76 23.53 7.1 1.27 13.37 44
1665.6 1756.7 93.2 1.53 32.3 1.85 24.76 5.2 1.64 13.38 43
1665.7 1770.6 121.9 0.31 30.7 0.44 14.36 22.8 1.74 32.64 13
1665.7 1820.4 114.7 0.74 47.6 0.33 4.65 13 2.62 14.09 10
1665.7 1821.5 92.8 2.58 12.5 15.02 49.19 1.1 0.48 3.27 42
1665.7 1821.5 96.3 3.79 13.2 15.94 42.79 1.9 0.56 2.68 42
1665.7 1716.8 103.2 1.33 31.1 1.27 33.49 5 2.35 26.37 43
1665.7 1716.8 99.7 1.28 21.5 1.1 52.41 2 1.6 47.65 43
1665.7 1700.5 103 2.06 20.5 6.51 43.32 2.5 1.23 6.65 42
1665.7 1700.5 99.5 2.22 6.4 8.16 65.06 0.5 0.32 7.97 80
1665.7 1698.2 128.1 0.4 34 0.2 16 21.7 1.12 80 13
1665.7 1676 128.6 0.64 45.3 0.2 4.8 15 1.74 24 10
1665.7 1733.8 103.3 2.18 22.3 4.29 41.17 3.7 1.56 9.6 42
1665.7 1733.8 99.8 2.63 17.4 7.26 47.93 2.6 1.19 6.6 42
1665.7 1652 114.3 1.2 13.7 18.77 40.65 2.2 0.85 2.17 42
1665.8 1719.4 120.5 0.72 39.9 0.4 7.3 16.5 1.76 18.25 10
1665.8 1676.6 108.4 0.9 33.1 2.49 34.6 4.7 1.81 13.9 43
1665.8 1749.8 96.5 1.8 20.9 6.33 43.76 3.1 0.95 6.91 42
1665.8 1749.8 93 1.6 24.5 4.07 39.33 4.2 1.01 9.66 42
1665.8 1718.8 107.9 1.64 44.6 0.69 14.3 8.1 2.3 20.72 44
1665.8 1800.8 107.6 1.07 47.4 0.57 4.17 14.9 3.13 7.32 10
1665.8 1809.9 86.2 2.4 16.5 13.76 43.53 2.3 0.98 3.16 42
1665.8 1809.9 89.7 2.64 19.3 9.03 42.74 2.2 1.13 4.73 42
1665.8 1751.1 107.9 1.4 50.4 0.58 8.23 8.1 2.38 14.19 44
1665.8 1702.3 90.3 0.62 9.9 5.59 69.58 0.9 0.38 12.45 80
1665.8 1702.3 86.8 2.09 13.6 9.24 57 1 0.62 6.17 42
1665.8 1809 100.7 1.95 49.2 0.77 5.47 8.6 3.22 7.1 44
1665.8 1809 104.2 1.5 50.3 0.95 5.83 7 3.24 6.14 44
1665.9 1705.1 120.4 0.82 42.9 0.5 5.4 15.6 1.82 10.8 10
1665.9 1750 99.7 1.18 42.4 1.46 14.62 7.4 2.35 10.01 44
1665.9 1742.7 96.6 1.41 21.5 1.67 49.54 1 1.2 29.66 43
1665.9 1742.7 93.1 1.85 24.4 2.63 43.32 1.1 1.31 16.47 42
1665.9 1775.8 107.9 1.51 47.7 0.73 9.61 10.3 2.82 13.16 44
1665.9 1715.3 96.6 1.94 17 2.14 55.02 2.4 0.77 25.71 43
1665.9 1715.3 93.1 2.22 20.6 3.88 46.24 3.2 1.01 11.92 43
1666 1708.2 126 0.66 38.8 0.4 9.8 17.3 1.69 24.5 13
1666 1735.8 96.6 2 25.4 3.93 37.49 3 0.77 9.54 42
1666 1735.8 93.1 2.3 26.2 3.99 33.41 3.6 0.76 8.37 42
1666 1768.6 114.8 1.07 46.1 0.48 5.6 12.4 2.58 11.67 10
1666 1641.2 100.4 0.76 8.7 24.5 45.13 1.5 0.56 1.84 40
1666 1641.2 103.9 0.62 8.4 23.69 47.78 1.6 0.69 2.02 40
1666 1747.9 82.6 1.14 17.5 4.21 56.21 1.6 0.77 13.35 42
1666 1747.9 79.1 1.77 14.9 13.56 47.72 2.2 0.67 3.52 42
1666.1 1825.5 82.3 1.39 20.5 4.7 50.83 1.6 1.04 10.81 42
1666.1 1825.5 78.8 1.94 20.4 5.39 46.6 1.4 1.17 8.65 42
1666.1 1660 114.6 1.59 12.6 19.61 45.98 1.7 0.79 2.34 40
1666.1 1651.6 108.5 0.91 7.6 23.7 47.31 1.5 0.45 2 40
1666.1 1667.6 89.5 0.35 6 29.78 42.18 0.8 0.26 1.42 50
1666.1 1667.6 86 0.25 6.1 34.87 39.52 0.7 0.26 1.13 60
1666.1 1809.8 93 1.56 27.6 1.39 40.03 1.6 1.35 28.8 30
1666.1 1809.8 96.5 2.39 15.8 8.18 50.66 0.9 0.81 6.19 42
1666.2 1690.4 86.6 1.47 9.7 14.91 57.85 0.7 0.52 3.88 42
1666.2 1690.4 90.1 1.12 10 16.8 54.51 0.7 0.46 3.24 40
1666.2 1787.1 89.8 2.16 17.5 13.73 40.64 2.1 0.88 2.96 42
1666.2 1787.1 86.3 2.01 20 8.08 43.84 2.9 1.1 5.43 42
1666.2 1763.1 82.7 1.32 10.9 8.5 59.37 1.7 0.47 6.98 42
1666.2 1763.1 79.2 1.09 9 7.9 67.14 1.3 0.42 8.5 80
1666.3 1781.9 121.9 0.42 30.3 0.42 16.11 22 1.76 38.36 13
1666.3 1798 89.8 2.75 11.3 17.46 49.76 1.6 0.57 2.85 42
1666.3 1798 86.3 2.7 12.1 18.09 45.4 1.8 0.65 2.51 42
1666.3 1776.1 86.4 2.08 16.8 14.01 45.03 2.2 0.79 3.21 42
1666.3 1776.1 89.9 2.03 15.7 14.36 45.79 2 0.73 3.19 42
1666.3 1657.2 103.7 0.39 6.6 25.97 41.57 1 0.45 1.6 50
1666.3 1657.2 100.2 0.22 5.5 30.37 35.95 0.8 0.29 1.18 50
1666.3 1825.5 114.7 0.68 46.6 0.39 5.52 12.7 2.46 14.15 10
1666.3 1773.7 114.8 0.98 47 0.45 5.3 12.1 2.52 11.78 10
1666.4 1671.6 128.6 0.78 47.5 0.3 4.3 14.1 2.13 14.33 10
1666.4 1725.8 107.9 1.59 43.2 1.01 15.53 8.5 3.04 15.38 44
1666.4 1665.5 128.8 0.81 46.9 0.3 6.7 11.6 1.9 22.33 10
1666.4 1724.2 121.1 0.78 39 1.05 9.13 16.5 2.62 8.7 10
1666.4 1765 90.1 1.83 13.7 11.84 53.6 1.6 0.63 4.53 42
1666.4 1765 86.6 1.99 12.6 12.08 53.46 1.4 0.53 4.43 42
1666.4 1668.3 114.8 1.72 32.9 4.32 29.08 4.5 2.35 6.73 42
1666.4 1806.2 107.8 1.14 46.8 0.91 4.11 13.9 3.3 4.52 44
1666.5 1739.9 108 1.47 48.8 0.96 9.44 9 2.89 9.83 44
1666.5 1798.5 93 1.89 26.8 2.3 37.14 3.7 1.6 16.15 42
1666.5 1798.5 96.5 1.74 30.9 5.85 27.61 3.8 1.66 4.72 42
1666.5 1753.8 86.8 1.48 27.7 2.61 32.67 5.3 1.26 12.52 43
1666.5 1717 121.1 0.83 41.5 0.99 8.71 16.7 2.45 8.8 10
1666.5 1738 121.5 0.64 37 1.11 12.34 18.4 2.1 11.12 13
1666.6 1643.1 92.6 0.31 6.3 33.97 43.67 1.4 0.27 1.29 60
1666.6 1643.1 96.1 0.34 6.1 32.18 43.6 1.1 0.28 1.35 50
1666.6 1777.9 82.8 1.26 9.5 15.19 57.34 1 0.42 3.77 42
1666.6 1777.9 79.3 1.22 9.9 15.1 54.53 1.1 0.44 3.61 42
1666.6 1710.6 120.4 0.8 42.4 0.4 5.4 15.3 1.8 13.5 10
1666.6 1795 92.9 2.38 28.5 3.81 30.31 4.6 1.57 7.96 43
1666.6 1795 96.4 2.45 27.3 5.05 32.19 4.2 1.37 6.37 42
1666.6 1673.2 103.4 0.85 9.6 23.22 49.49 1.3 0.57 2.13 40
1666.6 1673.2 99.9 0.67 9.2 21.28 53.25 1.2 0.6 2.5 40
1666.6 1731.1 121.4 0.69 37.7 1.49 10.68 17 2.27 7.17 10
1666.6 1819.9 100.4 1.37 45.2 0.95 11.12 5.8 3.1 11.71 44
1666.6 1819.9 103.9 1.37 49.7 1.12 6.61 8.3 2.97 5.9 44
1666.6 1732.8 108.1 1.57 43.9 1.01 16.27 7 2.48 16.11 44
1666.7 1752.1 121.9 0.51 31.8 0.73 14.3 20.7 1.99 19.59 13
1666.7 1745.1 121.8 0.67 37.1 1.05 11.78 17.7 2.23 11.22 13
1666.7 1799.3 107.3 1.23 46.1 0.89 5.52 11.4 3.2 6.2 44
1666.7 1830.3 82.4 2.48 14.8 10.94 50.67 0.9 0.8 4.63 42
1666.7 1830.3 78.9 1.87 19.5 4.7 50.82 1.2 1.14 10.81 42
1666.7 1683.6 108.4 1.34 38.9 1.42 22.1 7.2 2.22 15.56 44
1666.8 1766 121.8 0.58 35.3 0.66 13.26 19.1 2.16 20.09 13
1666.8 1758.1 107.9 1.41 52 0.41 7.57 7.9 2.52 18.46 44
1666.8 1793.4 121.7 0.53 35.6 0.74 10.34 20.3 2.24 13.97 13
1666.8 1759 121.9 0.47 31.3 0.7 17.37 22.3 1.85 24.81 13
1666.8 1687.3 128.3 0.57 36.8 0.2 12.3 20 1.51 61.5 13
1666.8 1793.9 121.7 0.6 35 0.86 11.6 20.3 2.45 13.49 13
1666.8 1678.8 90 0.49 7.7 24.46 44.37 1.1 0.38 1.81 40
1666.8 1678.8 86.5 0.37 7 28.8 44.93 1 0.32 1.56 50
1666.8 1830.4 114.7 0.86 48.7 0.26 5.03 10.5 2.39 19.35 10
1666.8 1650.6 96.1 0.41 6.1 32.36 41.83 1 0.29 1.29 50
1666.8 1650.6 92.6 0.5 6.1 33.85 43.11 1.3 0.27 1.27 60
1666.8 1780.1 121.8 0.49 35.8 0.69 11.35 19.6 2.07 16.45 13
1666.8 1781.9 99.8 1.52 45.2 1.11 8.86 8.6 2.81 7.98 44
1666.8 1831 107.9 1.11 50.7 0.58 5.95 9.3 2.83 10.26 10
1666.8 1836.6 105.5 1.11 46.7 1.65 7.52 9 3.16 4.56 44
1666.9 1656 85.9 0.25 6 36.61 41.11 0.6 0.3 1.12 60
1666.9 1656 89.4 0.28 6.2 33.09 40.04 0.6 0.47 1.21 50
1666.9 1773 121.8 0.46 31.8 0.76 13.72 21.3 2.06 18.05 13
1666.9 1793 82.5 2.31 13 18.29 45.53 2.3 0.6 2.49 42
1666.9 1793 79 2.55 10.8 19.94 46.93 1.9 0.48 2.35 40
1666.9 1741.8 90.4 1.76 25.8 3.06 39.81 2.2 1.51 13.01 43
1666.9 1741.8 86.9 1.39 24 3.23 40.77 3.8 1.08 12.62 43
1666.9 1786.9 121.8 0.64 34.8 0.87 12.14 20.4 2.5 13.95 13
1667 1676.5 114.7 2.17 27.5 3.01 35.99 3.1 1.66 11.96 42
1667 1788.3 96.6 1.61 40.6 1.28 13.13 6.9 2 10.26 44
1667 1788.3 93.1 2.07 28.6 5 28.31 4.9 1.47 5.66 42
1667 1658.2 92.7 0.26 5.9 29.68 40.9 0.6 0.27 1.38 50
1667 1689.2 102.9 1.61 12.7 9.29 55.08 0.6 0.8 5.93 42
1667 1689.2 99.4 1.88 14.3 7.19 55.37 0.9 1.13 7.7 42
1667 1775.6 93.2 1.91 21.9 5.21 42.81 3 1.08 8.22 42
1667 1775.6 96.7 2.42 26 4.61 32.38 4.6 1.64 7.02 42
1667 1653.7 119.9 0.89 37.9 1.5 25.5 4.8 2.19 17 10
1667 1684.5 114.8 1.67 52.4 0.6 7.28 8.5 2.95 12.13 44
1667.1 1708.1 93 4.29 10.6 17.15 46.01 1.3 0.52 2.68 42
1667.1 1708.1 96.5 3.8 12.7 12.13 48.04 1.5 0.6 3.96 42
1667.1 1782.5 107.8 1.38 47.8 0.79 8.66 10.6 3.1 10.96 44
1667.1 1830.8 100.1 1.72 47.6 0.98 8.75 8.2 2.65 8.93 44
1667.1 1830.8 103.6 2.01 33.1 1.49 23.42 7.1 2.79 15.72 43
1667.2 1658.8 108.5 0.36 7.3 24.55 38.22 1.3 0.49 1.56 40
1667.2 1837.4 92.9 2.84 11.9 13.62 52.97 0.9 0.88 3.89 42
1667.2 1837.5 96.4 1.74 13.3 17.51 46.42 1.8 1.06 2.65 42
1667.2 1738.5 103.1 1.45 25.1 2.15 42.1 2.3 1.86 19.58 43
1667.2 1738.5 99.6 1.62 28.7 1.32 32.37 2.1 2.38 24.52 43
1667.2 1692.4 120.3 0.84 45.7 0.5 3.7 13.2 1.85 7.4 10
1667.2 1804.2 121.6 0.74 38.8 1.49 11.25 13.6 2.7 7.55 10
1667.2 1713 126.2 0.45 33.1 0.3 18 18.9 1.17 60 13
1667.3 1701.5 120.3 0.84 43.3 0.6 4.9 15 1.87 8.17 10
1667.3 1722 103.2 1.59 29.1 2.38 33.62 4.1 2.09 14.13 43
1667.3 1722 99.7 2.44 21 5.79 42.4 2.5 1.33 7.32 42
1667.3 1665.5 92.5 0.33 6.9 25.93 48.42 0.6 0.32 1.87 50
1667.3 1665.5 96 0.3 7.4 25.5 49.47 0.8 0.33 1.94 50
1667.3 1826.6 96.4 1.44 31.8 1.62 28.56 4.3 1.54 17.63 43
1667.3 1826.6 92.9 1.44 32 1.4 28.49 5 1.46 20.35 43
1667.3 1834.9 82.2 2.36 10.5 17.47 53.01 0.7 0.44 3.03 40
1667.3 1834.9 78.7 1.84 12.6 10.9 58.79 0.8 0.61 5.39 42
1667.3 1835.5 114.7 1.13 53.1 0.25 3.93 7.4 2.64 15.72 10
1667.3 1705.5 103 1.46 50.8 0.98 7.78 5.6 2.31 7.94 44
1667.3 1705.5 99.5 1.78 43.9 2.56 15.95 5.2 2.19 6.23 44
1667.3 1730.2 86.9 1.02 10.4 13.66 57.24 1.2 0.51 4.19 42
1667.3 1730.2 90.4 1.18 11.2 17.04 50.71 1.5 0.58 2.98 42
1667.3 1719.1 90.5 2.07 11 21.19 45.51 1.6 0.63 2.15 40
1667.3 1719.1 87 2.19 10.9 18.9 48.5 1.7 0.66 2.57 40
1667.4 1837.4 89.5 2.76 12.5 15.56 48 1.3 0.63 3.08 42
1667.4 1837.4 86 3.09 13.6 13.53 48.65 1.4 0.7 3.6 42
1667.4 1692 114.9 1.18 45.5 0.93 6.39 12.7 3.24 6.87 44
1667.4 1784 114.8 0.88 41.5 0.46 7.73 15.8 2.74 16.8 10
1667.4 1645.8 103.8 0.39 6.7 27.91 43.18 1 0.54 1.55 50
1667.4 1645.8 100.3 0.33 6 28.98 42.9 1 0.41 1.48 50
1667.5 1672.6 96 0.41 8.2 23.92 46.94 1.4 0.34 1.96 40
1667.5 1672.6 92.5 0.53 8 25.28 48.6 1.6 0.36 1.92 40
1667.5 1815.3 106.7 1.07 51.8 0.55 4.11 8.7 2.75 7.47 44
1667.5 1763.8 121.8 0.44 33 0.65 15.17 21.1 1.77 23.34 13
1667.5 1813.2 107.7 1.18 51.8 0.57 4.46 8.9 2.7 7.82 44
1667.5 1789.2 114.8 0.74 40.6 0.59 8.44 16.5 2.41 14.31 10
1667.6 1732.4 82.9 0.86 11 15.77 53.46 0.7 0.53 3.39 42
1667.6 1732.4 79.4 0.65 10.7 21.5 46.38 0.6 0.57 2.16 40
1667.6 1651.7 129.7 0.74 53.8 0.1 3.2 8.3 1.98 32 10
1667.6 1826 86.1 1.2 30.4 1.91 31.93 3 1.1 16.72 43
1667.6 1826 89.6 1 25.6 1.89 42.66 2.2 0.96 22.57 43
1667.6 1778.6 114.8 0.89 44.1 0.5 6.44 13.8 2.66 12.88 10
1667.6 1701.2 93 0.83 14.3 1.49 60.46 1.7 0.65 40.58 80
1667.6 1701.2 96.5 1.94 21.6 1.95 45.53 2.9 0.97 23.35 43
1667.6 1781.3 96.6 1.73 33.4 2.12 25.05 3.8 1.69 11.82 42
1667.6 1781.3 93.1 1.78 32.6 2.31 25.75 5.7 1.57 11.15 42
1667.6 1752.3 82.6 1.07 16.1 3.61 57.91 2.2 0.78 16.04 42
1667.6 1752.3 79.1 1.35 20.5 3.15 49.13 3.4 1.02 15.6 42
1667.7 1840.4 114.7 1.14 52.3 0.22 4.08 8.6 2.99 18.55 44
1667.7 1826 96.5 1.46 37.9 1.6 22.38 4.4 1.43 13.99 24
1667.7 1826 93 1.34 37 2.83 25.41 4 1.5 8.98 24
1667.7 1838.1 107.9 1.23 50.4 1.19 6.67 8.1 2.94 5.61 44
1667.7 1765.2 107.7 1.39 51.1 0.82 8.8 8.7 2.46 10.73 44
1667.7 1690.6 108.4 1.2 28.2 1.49 39.84 5.4 1.95 26.74 43
1667.8 1656.2 125.2 0.74 51.5 0.2 5.7 8.7 2.27 28.5 10
